genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
MGYG000002505	Bacteria	1	MGYG000002505	MGYG000002505	GreatApes_cluster95_000029	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__Oxalobacter_formigenes_B	FALSE	TRUE	FALSE
MGYG000002344	Bacteria	1	MGYG000002344	MGYG000002344	GreatApes_cluster95_000030	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_baumannii	FALSE	TRUE	FALSE
MGYG000002346	Bacteria	1	MGYG000002346	MGYG000002346	GreatApes_cluster95_000031	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_pittii	FALSE	TRUE	FALSE
MGYG000000082	Bacteria	1	MGYG000000082	MGYG000000082	GreatApes_cluster95_000032	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_fasciculus	FALSE	TRUE	FALSE
MGYG000002342	Bacteria	1	MGYG000002342	MGYG000002342	GreatApes_cluster95_000033	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_variabilis	FALSE	TRUE	FALSE
MGYG000001343	Bacteria	1	MGYG000001343	MGYG000001343	GreatApes_cluster95_000034	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_junii	FALSE	TRUE	FALSE
MGYG000002341	Bacteria	1	MGYG000002341	MGYG000002341	GreatApes_cluster95_000035	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_ursingii	FALSE	TRUE	FALSE
MGYG000001344	Bacteria	1	MGYG000001344	MGYG000001344	GreatApes_cluster95_000036	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_radioresistens	FALSE	TRUE	FALSE
MGYG000003126	Bacteria	1	MGYG000003126	MGYG000003126	GreatApes_cluster95_000037	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D_parainfluenzae	FALSE	TRUE	FALSE
MGYG000001088	Bacteria	1	MGYG000001088	MGYG000001088	GreatApes_cluster95_000038	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D_parainfluenzae_L	FALSE	TRUE	FALSE
MGYG000000634	Bacteria	1	MGYG000000634	MGYG000000634	GreatApes_cluster95_000039	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SFHR01	s__SFHR01_spGreatApes000039	FALSE	TRUE	FALSE
MGYG000001547	Bacteria	1	MGYG000001547	MGYG000001547	GreatApes_cluster95_000040	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__Emergencia_timonensis	FALSE	TRUE	FALSE
MGYG000002526	Bacteria	1	MGYG000002526	MGYG000002526	GreatApes_cluster95_000041	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_hydrophila	FALSE	TRUE	FALSE
MGYG000002331	Bacteria	1	MGYG000002331	MGYG000002331	GreatApes_cluster95_000042	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio_parahaemolyticus	FALSE	TRUE	FALSE
MGYG000002311	Bacteria	1	MGYG000002311	MGYG000002311	GreatApes_cluster95_000043	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio_cholerae	FALSE	TRUE	FALSE
MGYG000002532	Bacteria	1	MGYG000002532	MGYG000002532	GreatApes_cluster95_000044	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Enterovibrio	s__Enterovibrio_hollisae	FALSE	TRUE	FALSE
MGYG000002385	Bacteria	1	MGYG000002385	MGYG000002385	GreatApes_cluster95_000045	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Leminorella	s__Leminorella_richardii	FALSE	TRUE	FALSE
MGYG000002506	Bacteria	1	MGYG000002506	MGYG000002506	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07605-L1_cleanbin_000001	Bacteria	0.995833333333333	Ggorilla_cluster97_000001	H07605-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
G02619-L1_cleanbin_000002	Bacteria	0.995833333333333	Ptver_cluster97_000010	G02619-L1_cleanbin_000002	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
G02654-L1_cleanbin_000001	Bacteria	0.995833333333333	Ptver_cluster97_000010	G02619-L1_cleanbin_000002	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07600-L1_cleanbin_000001	Bacteria	0.995833333333333	Ptver_cluster97_000010	G02619-L1_cleanbin_000002	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
E07154-L1_cleanbin_000001	Bacteria	0.995833333333333	HsG_cluster97_000016	E07154-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
E07192-L1_cleanbin_000001	Bacteria	0.995833333333333	HsG_cluster97_000016	E07154-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
E07193-L1_cleanbin_000002	Bacteria	0.995833333333333	HsG_cluster97_000016	E07154-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07618-L1_cleanbin_000001	Bacteria	0.995833333333333	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07686-L1_cleanbin_000002	Bacteria	0.995833333333333	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07620-L1_cleanbin_000001	Bacteria	0.995833333333333	HsA2_cluster97_000011	H07620-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07640-L1_cleanbin_000003	Bacteria	0.995833333333333	HsA2_cluster97_000011	H07620-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07613-L1_cleanbin_000003	Bacteria	0.991666666666667	Ggorilla_cluster97_000001	H07605-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07644-L1_cleanbin_000006	Bacteria	0.987464985994398	HsA2_cluster97_000011	H07620-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07630-L1_cleanbin_000001	Bacteria	0.949425287356322	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07638-L1_cleanbin_000012	Bacteria	0.945614035087719	HsA2_cluster97_000011	H07620-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07687-L1_cleanbin_000027	Bacteria	0.936842105263158	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
E07196-L1_cleanbin_000016	Bacteria	0.924404761904762	HsG_cluster97_000215	E07196-L1_cleanbin_000016	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
G02621-L1_cleanbin_000012	Bacteria	0.920495495495496	Ptver_cluster97_000010	G02619-L1_cleanbin_000002	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07623-L1_cleanbin_000005	Bacteria	0.90731981981982	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07625-L1_cleanbin_000027	Bacteria	0.899159021406728	HsA1_cluster97_000007	H07618-L1_cleanbin_000001	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
H07650-L1_cleanbin_000015	Bacteria	0.851190476190476	Ggorilla_cluster97_000057	H07650-L1_cleanbin_000015	GreatApes_cluster95_000046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	FALSE	TRUE	FALSE
MGYG000002515	Bacteria	1	MGYG000002515	MGYG000002515	GreatApes_cluster95_000047	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_fergusonii	FALSE	TRUE	FALSE
MGYG000002477	Bacteria	1	MGYG000002477	MGYG000002477	GreatApes_cluster95_000048	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A_amalonaticus	FALSE	TRUE	FALSE
MGYG000001445	Bacteria	1	MGYG000001445	MGYG000001445	GreatApes_cluster95_000049	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cedecea	s__Cedecea_davisae	FALSE	TRUE	FALSE
MGYG000002521	Bacteria	1	MGYG000002521	MGYG000002521	GreatApes_cluster95_000050	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Phytobacter	s__Phytobacter_ursingii	FALSE	TRUE	FALSE
MGYG000002508	Bacteria	1	MGYG000002508	MGYG000002508	GreatApes_cluster95_000051	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia_alvei	FALSE	TRUE	FALSE
MGYG000002335	Bacteria	1	MGYG000002335	MGYG000002335	GreatApes_cluster95_000052	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia_enterocolitica	FALSE	TRUE	FALSE
MGYG000002476	Bacteria	1	MGYG000002476	MGYG000002476	GreatApes_cluster95_000053	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia_pestis	FALSE	TRUE	FALSE
MGYG000002514	Bacteria	1	MGYG000002514	MGYG000002514	GreatApes_cluster95_000054	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus_mirabilis	FALSE	TRUE	FALSE
MGYG000002512	Bacteria	1	MGYG000002512	MGYG000002512	GreatApes_cluster95_000055	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Morganella	s__Morganella_morganii	FALSE	TRUE	FALSE
MGYG000004081	Bacteria	1	MGYG000004081	MGYG000004081	GreatApes_cluster95_000056	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__Woodwardibium	s__Woodwardibium_sp900760275	FALSE	TRUE	FALSE
MGYG000003484	Bacteria	1	MGYG000003484	MGYG000003484	GreatApes_cluster95_000057	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RUG806	s__RUG806_sp900313475	TRUE	TRUE	FALSE
ManaraSGB4361	Bacteria	0.535945273631841	ManaraSGB4361	ManaraSGB4361	GreatApes_cluster95_000057	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RUG806	s__RUG806_sp900313475	TRUE	TRUE	FALSE
MGYG000000068	Bacteria	1	MGYG000000068	MGYG000000068	GreatApes_cluster95_000058	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum_sp900291975	FALSE	TRUE	FALSE
MGYG000001375	Bacteria	1	MGYG000001375	MGYG000001375	GreatApes_cluster95_000059	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_F	s__Ruminococcus_F_champanellensis	FALSE	TRUE	FALSE
MGYG000002192	Bacteria	1	MGYG000002192	MGYG000002192	GreatApes_cluster95_000060	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter_sp900543305	FALSE	TRUE	FALSE
MGYG000000729	Bacteria	1	MGYG000000729	MGYG000000729	GreatApes_cluster95_000061	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp900545805	FALSE	TRUE	FALSE
MGYG000004200	Bacteria	1	MGYG000004200	MGYG000004200	GreatApes_cluster95_000062	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp000431075	TRUE	TRUE	FALSE
E07172-L1_cleanbin_000007	Bacteria	0.97909604519774	HsG_cluster97_000079	E07172-L1_cleanbin_000007	GreatApes_cluster95_000062	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp000431075	TRUE	TRUE	FALSE
ManaraSGB15172	Bacteria	0.675	ManaraSGB15172	ManaraSGB15172	GreatApes_cluster95_000062	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp000431075	TRUE	TRUE	FALSE
MGYG000004486	Bacteria	1	MGYG000004486	MGYG000004486	GreatApes_cluster95_000063	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp003533405	FALSE	TRUE	FALSE
E07189-L1_cleanbin_000001	Bacteria	1	HsG_cluster97_000003	E07189-L1_cleanbin_000001	GreatApes_cluster95_000064	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900543625	TRUE	TRUE	FALSE
MGYG000001136	Bacteria	1	MGYG000001136	MGYG000001136	GreatApes_cluster95_000064	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900543625	TRUE	TRUE	FALSE
E07152-L1_cleanbin_000003	Bacteria	0.991666666666667	HsG_cluster97_000024	E07152-L1_cleanbin_000003	GreatApes_cluster95_000064	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900543625	TRUE	TRUE	FALSE
ManaraSGB15260	Bacteria	0.958333333333333	ManaraSGB15260	ManaraSGB15260	GreatApes_cluster95_000064	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900543625	TRUE	TRUE	FALSE
E07150-L1_cleanbin_000001	Bacteria	1	HsG_cluster97_000004	E07150-L1_cleanbin_000001	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
E07175-L1_cleanbin_000001	Bacteria	1	HsG_cluster97_000004	E07150-L1_cleanbin_000001	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
E07178-L1_cleanbin_000002	Bacteria	1	HsG_cluster97_000004	E07150-L1_cleanbin_000001	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
MGYG000001565	Bacteria	1	MGYG000001565	MGYG000001565	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
H07622-L1_cleanbin_000016	Bacteria	0.94963768115942	HsA1_cluster97_000103	H07622-L1_cleanbin_000016	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
H07603-L1_cleanbin_000019	Bacteria	0.941228070175439	HsA1_cluster97_000103	H07622-L1_cleanbin_000016	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
H07687-L1_cleanbin_000033	Bacteria	0.907575757575758	HsA1_cluster97_000156	H07687-L1_cleanbin_000033	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
E07160-L1_cleanbin_000040	Bacteria	0.847435897435897	HsG_cluster97_000004	E07150-L1_cleanbin_000001	GreatApes_cluster95_000065	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900757655	FALSE	TRUE	FALSE
MGYG000000884	Bacteria	1	MGYG000000884	MGYG000000884	GreatApes_cluster95_000066	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900317855	FALSE	TRUE	FALSE
H07640-L1_cleanbin_000049	Bacteria	0.779411764705882	HsA2_cluster97_000203	H07640-L1_cleanbin_000049	GreatApes_cluster95_000066	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900317855	FALSE	TRUE	FALSE
H07618-L1_cleanbin_000067	Bacteria	0.608333333333333	HsA1_cluster97_000306	H07618-L1_cleanbin_000067	GreatApes_cluster95_000066	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp900317855	FALSE	TRUE	FALSE
MGYG000004526	Bacteria	1	MGYG000004526	MGYG000004526	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07184-L1_cleanbin_000002	Bacteria	0.995833333333333	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07182-L1_cleanbin_000006	Bacteria	0.970726495726496	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07147-L1_cleanbin_000021	Bacteria	0.937241887905605	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
G02651-L1_cleanbin_000032	Bacteria	0.912121212121212	Ptver_cluster97_000194	G02651-L1_cleanbin_000032	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07196-L1_cleanbin_000023	Bacteria	0.889984709480122	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07190-L1_cleanbin_000025	Bacteria	0.671138211382114	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
E07139-L1_cleanbin_000030	Bacteria	0.594634703196347	HsG_cluster97_000011	E07184-L1_cleanbin_000002	GreatApes_cluster95_000067	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103_sp000432375	FALSE	TRUE	FALSE
MGYG000003978	Bacteria	1	MGYG000003978	MGYG000003978	GreatApes_cluster95_000068	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus_spGreatApes000068	FALSE	TRUE	FALSE
MGYG000001109	Bacteria	1	MGYG000001109	MGYG000001109	GreatApes_cluster95_000069	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp900544975	FALSE	TRUE	FALSE
MGYG000000743	Bacteria	1	MGYG000000743	MGYG000000743	GreatApes_cluster95_000070	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp000434635	FALSE	TRUE	FALSE
E07146-L1_cleanbin_000006	Bacteria	0.975	HsG_cluster97_000096	E07146-L1_cleanbin_000006	GreatApes_cluster95_000070	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp000434635	FALSE	TRUE	FALSE
E07175-L1_cleanbin_000012	Bacteria	0.958333333333333	HsG_cluster97_000096	E07146-L1_cleanbin_000006	GreatApes_cluster95_000070	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp000434635	FALSE	TRUE	FALSE
E07178-L1_cleanbin_000016	Bacteria	0.945614035087719	HsG_cluster97_000096	E07146-L1_cleanbin_000006	GreatApes_cluster95_000070	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp000434635	FALSE	TRUE	FALSE
G02639-L1_cleanbin_000001	Bacteria	1	Ptver_cluster97_000002	G02639-L1_cleanbin_000001	GreatApes_cluster95_000071	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_spGreatApes000071	FALSE	FALSE	TRUE
MGYG000002060	Bacteria	1	MGYG000002060	MGYG000002060	GreatApes_cluster95_000072	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp003525905	FALSE	TRUE	FALSE
E07146-L1_cleanbin_000019	Bacteria	0.932456140350877	HsG_cluster97_000207	E07146-L1_cleanbin_000019	GreatApes_cluster95_000072	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp003525905	FALSE	TRUE	FALSE
E07148-L1_cleanbin_000020	Bacteria	0.906981981981982	HsG_cluster97_000207	E07146-L1_cleanbin_000019	GreatApes_cluster95_000072	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp003525905	FALSE	TRUE	FALSE
E07190-L1_cleanbin_000030	Bacteria	0.611538461538462	HsG_cluster97_000207	E07146-L1_cleanbin_000019	GreatApes_cluster95_000072	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia_sp003525905	FALSE	TRUE	FALSE
